"","C09-C","C09-R","C09-S","A33-C","A33-R","A33-S"
"ID3",4229.6780195401,4067.28565215714,1596.04525408357,262.516428370893,368.413607576608,294.286704761568
"TPD52L1",3900.28922495291,2138.76063606383,1332.01345985637,248.40264189934,220.000542913045,189.829990443469
"ARMC3",3378.85396002337,1579.04242705138,1189.75959521152,193.829334209333,162.381353102486,182.799250056674
"SOSTDC1",4311.15227968534,1779.26682702332,1124.02106685291,152.428893892777,158.889280992755,135.592850316763
"ASPN",1163.91800207488,916.481685326077,403.052616493757,30.1094111393139,49.762027563665,10.0439148382788
"BMS1P23",138.50624224691,186.572736337483,156.263714950788,4.7045954905178,8.7301802743272,1.00439148382788
"CFAP77",1196.50770613297,768.133607165054,384.732043016768,36.6958448260389,49.762027563665,68.2986209002957
"PDE11A",829.873535479387,484.179003568494,462.32506009578,73.3916896520777,86.4287847158393,83.3644931577138
"IGFBP7",15516.1908856602,6611.04564270966,4654.50334394796,783.785608720266,624.207889614395,751.284829903252
"TTR",1131092.02266236,553888.94864054,319279.100068243,60593.3080796731,53902.7520677784,54890.9989826773
"METTL27",238.60319042535,202.04462178986,133.632418302743,8.46827188293204,14.8413064663562,14.0614807735903
"F11R",679.728113211728,684.403403540427,474.179548816185,111.969372674324,136.190812279504,120.526978059345
"GALC",1426.9634705438,1218.6385071019,807.182913780279,95.0328289084596,85.5557666884065,185.812424508157
"RPS26",7002.13070048246,8251.06550066158,5425.04511077426,1828.20580761522,1693.65497321948,1881.22524920961
"AFP",1078.95198792341,4208.35284304646,1863.31009068905,0,0,0
"MED15P9",15.1309340269734,38.22465817646,5.38840396382029,424.354513244706,425.159779359735,442.936644368094
"PIFO",6993.98327446793,3736.91539220345,2161.8276702847,335.908118022971,268.889552449278,451.976167722545
"TRPM1",456.255856813352,232.988392694613,149.797630194204,5.64551458862136,14.8413064663562,6.02634890296726
"DSP",459.747610819576,309.437709047533,233.8567320298,37.6367639241424,34.9207210973088,20.0878296765575
"TTC29",301.454762537393,172.921072703033,156.263714950788,16.9365437658641,6.98414421946176,10.0439148382788
"ADAMTS1",1777.30278916834,1651.85129976845,1235.02218850761,298.271354098829,372.778697713771,409.791725401774
"ID1",2326.67208614768,2346.26592330747,948.35909763237,196.652091503644,238.333921489133,226.9924753451
"FAM183A",1331.52219437366,875.526694422727,420.295509177982,77.155366044492,63.7303160025885,85.3732761253696
"CIBAR2",1187.19636211637,591.572090826167,362.100746368723,30.1094111393139,55.0001357282613,53.2327486428775
"TMEM45B",126.867062226162,293.055712686193,127.166333546159,1.88183819620712,3.49207210973088,2.00878296765575
"SPAG6",4418.23273587623,1639.10974704296,1270.58565466882,169.365437658641,210.397344611285,141.619199219731
"PIP5K1B",1411.83253651683,718.987618081034,564.704735408366,109.146615380013,98.6510370998973,90.395233544509
"CTSH",1458.38925659982,1073.93087257673,656.307602793311,155.251651187087,157.14324493789,164.720203347772
"NMB",1014.93649780929,2736.70350325274,634.75398693803,54.5733076900065,76.8255864140793,100.439148382788
"IGF2",2621.14334067262,1782.90727065917,787.784659510526,163.71992307002,154.524190855591,86.3776676091974
"DCDC2",988.16638376157,644.35852354604,404.130297286521,73.3916896520777,84.6827486609738,86.3776676091974
"LINC01833",1289.62114629896,718.07750717207,495.733164671466,90.3282334179418,76.8255864140793,103.452322834271
"FAM81B",1974.00493151899,1025.69499440168,631.520944559737,132.669592832602,86.4287847158393,100.439148382788
"NF1P8",3.49175400622463,0.910110908963334,0,176.892790443469,258.413336120085,176.772901153706
"EEF1DP4",13.9670160248985,10.92133090756,12.9321695131687,143.960622009845,137.93684833437,133.584067349108
"CNTN4",382.929022682634,435.943125393437,241.400497579149,0,0,0
"CFAP45",1599.22333485088,1012.95344167619,545.306481138613,95.0328289084596,67.2223881123194,123.540152510829
"RIBC2",358.486744639062,194.763734518153,163.807480500137,15.054705569657,9.60319830175992,21.0922211603854
"MSX2",541.221870964818,333.10059268058,216.613839345575,38.577683022246,34.0477030698761,29.1273530310084
"LMX1A",1276.81804827614,829.111038065597,549.617204309669,131.728673734498,125.714595950312,110.483063221067
"ZMYND10",2345.29477418088,1352.42481071951,800.716829023694,120.437644557256,158.016262965322,185.812424508157
"TENT5C",1454.8975025936,650.729299908784,452.625932960904,84.6827188293205,48.0159915087996,49.215182707566
"CLEC2A",860.135403533334,383.156692673563,351.323938441083,1.88183819620712,0,0
"KANSL1-AS1",217.652666388002,275.76360541589,143.33154543762,24.4638965506926,17.4603605486544,15.0658722574182
"HMGA2",694.859047238701,553.347432649707,577.636904921535,2492.49469087633,1819.36956916979,2679.71647885278
"COLEC12",5738.11575022914,2560.14198691386,1857.92168672523,337.789956219178,397.223202481887,299.308662180707
"HOATZ",1140.63964203338,566.088985375194,365.333788747015,67.7461750634563,60.2382438928577,55.2415316105333
"HLA-DMA",320.077450570591,257.561387236623,205.837031417935,41.4004403165567,35.7937391247415,45.1976167722545
"DNAI3",1248.88401622634,486.909336295384,403.052616493757,63.9824986710421,51.5080636185305,55.2415316105333
"SULT1C4",2197.47718791737,1223.18906164672,1279.20710101094,181.597385933987,316.905543958077,193.84755637878
"EPAS1",6176.91283701137,2337.16481421784,2350.42180901841,437.527380618156,375.39775179607,388.699504241389
"FOLR1",6123.37260891593,2463.67023056374,1324.46969430703,201.356686994162,155.397208883024,273.194483601183
"GRAMD2B",3002.90844535318,1372.44725071671,815.804360122391,158.074408481398,155.397208883024,145.636765155042
"DYNLRB2",519.107428925395,271.213050871073,162.729799707373,17.8774628639677,21.825450685818,24.1053956118691
"BMP4",782.152897394317,566.088985375194,320.071195450925,40.4595212184531,50.6350455910977,79.3469272224023
"KCNJ13",4840.73497062941,1559.01998705419,1174.67206411282,116.673968164841,149.286082690995,211.926603087682
"C5orf49",2460.52265638629,1728.30061612137,751.143512556548,156.192570285191,132.698740169773,207.909037152371
"SLC16A12",1488.65112465377,523.313772653917,419.217828385218,70.568932357767,49.762027563665,47.2063997399102
"CABCOCO1",330.552712589265,231.168170876687,145.486907023148,14.1137864715534,26.1905408229816,14.0614807735903
"TIMP3",11208.5303599811,6313.43937547865,4514.40484088863,974.792185635289,1231.82843670757,1178.1512105301
"CCN2",529.582690944069,734.45950353341,306.061345144992,72.4507705539742,67.2223881123194,70.3074038679514
"DYDC2",679.728113211728,483.26889265953,251.099624714025,29.1684920412104,48.0159915087996,54.2371401267054
"KLF2P4",3.49175400622463,0,0,206.06128248468,192.936984062631,197.865122314092
"ROPN1L",1010.28082580099,565.17887446623,295.284537217352,42.3413594146602,61.1112619202904,55.2415316105333
"CFAP57",663.43326118268,323.999483590947,214.458477760047,33.8730875317282,28.8095949052798,35.1537019339757
"DGAT2",634.335311130808,374.05558358393,287.740771668003,55.5142267881101,34.9207210973088,58.2547060620169
"EFCAB1",2410.47418229707,926.492905324674,691.871068954525,109.146615380013,133.571758197206,83.3644931577138
"AK8",338.700138603789,297.60626723101,192.904861904766,35.7549257279353,30.5556309601452,47.2063997399102
"MORN5",588.942509049887,313.078152683387,112.078802447462,15.054705569657,15.714324493789,11.0483063221067
"RPAP1",569.155903014615,532.41488174355,601.345882362344,1528.05261532018,1414.28920444101,1476.45548122698
"ADGRG2",1460.71709260397,324.90959449991,481.723314365533,48.9277931013851,45.3969374265014,28.1229615471806
"KCNK1",1623.66561289445,727.178616261704,567.937777786658,110.087534478117,116.984415675984,100.439148382788
"TOGARAM2",822.890027466938,302.156821775827,201.526308246879,15.054705569657,22.6984687132507,30.1317445148363
"LINC01876",20.9505240373478,25.4831054509733,28.0197006118655,202.297606092266,178.968695623708,147.645548122698
"ZNF454",129.194898230311,112.853752711453,198.293265868587,15.054705569657,10.4762163291926,10.0439148382788
"EPHX2",2180.01841788624,1605.43564341132,937.58228970473,303.91686868745,239.206939516565,232.01443276424
"SPAG8",3856.06034087407,1301.45859981757,1242.56595405696,164.660842168123,230.476759242238,202.887079733231
"UBXN10",1953.05440748164,780.87515989054,580.869947299827,74.3326087501813,88.1748207707047,122.535761027001
"CABLES1",588.942509049887,576.10020537379,354.556980819375,56.4551458862136,59.365225865425,105.461105801927
"SLC4A5",4563.72248613559,1437.0651252531,1426.84936961961,251.225399193651,229.603741214805,204.895862700887
"RBM47",4489.2317340028,1892.12057973477,1463.49051657359,287.92124401969,260.15937217495,340.48871301765
"FAM218A",13.9670160248985,29.1235490868267,9.69912713487651,174.070033149159,234.841849379402,189.829990443469
"TAC3",96.6051941722148,152.89863270584,118.544887204046,875.995680334415,582.303024297624,516.257222687529
"SERPINF1",29810.2678691417,10544.5449912492,6799.08812154844,1427.3742718231,1267.62217583231,1352.91532871615
"CFAP65",1307.07991633009,592.48220173513,495.733164671466,37.6367639241424,70.7144602220503,99.4347568989598
"PCOLCE2",564.500231006315,571.549650828974,460.169698510252,150.54705569657,169.365497321948,159.698245928632
"RSPH1",2262.65659603356,1179.50373801648,669.239772306479,47.045954905178,103.016127237061,147.645548122698
"CLDN4",514.451756917095,621.605750821957,314.682791487105,61.1597413767314,74.2065323317812,29.1273530310084
"KANK1",2757.32174691538,1444.34601252481,992.544010135697,209.824958877094,217.381488830747,277.212049536494
"PRR29",1326.86652236536,581.56087082757,484.956356743826,35.7549257279353,73.3335143043485,93.4084079959926
"CDH17",88.4577681576906,658.920298089454,206.914712210699,5.64551458862136,4.3650901371636,11.0483063221067
"GMPR",641.318819143257,411.370130851427,237.089774408093,58.3369840824207,48.0159915087996,46.2020082560824
"VIL1",82.6381781473162,384.97691449149,129.321695131687,4.7045954905178,6.11112619202904,4.01756593531151
"DNAAF1",2802.7145489963,1175.86329438063,1113.24425892527,115.733049066738,203.413200391824,236.031998699551
"UBE2T",183.89904432783,211.145730879493,213.380796967283,656.761530476285,564.84266374897,642.810549649842
"FRK",507.468248904646,223.88728360498,133.632418302743,16.9365437658641,20.9524326583853,13.0570892897624
"ISM2",1930.93996544222,1016.59388531204,586.258351263647,160.897165775709,103.889145264494,121.531369543173
"FOXJ1",5279.53205741164,2921.4560177723,1719.97854525143,282.275729431068,318.651580012943,527.305529009636
"ZNF474",637.827065137032,352.21292176881,324.381918621981,35.7549257279353,45.3969374265014,76.3337527709187
"CCDC170",2508.24329447136,949.245678048757,869.688399760594,120.437644557256,103.889145264494,199.873905281748
"THNSL2",314.257860560217,321.269150864057,151.952991779732,0,1.74603605486544,0
"CFAP157",1582.92848282183,684.403403540427,617.511094253805,95.0328289084596,117.857433703417,148.649939606526
"WDR38",1007.95298979684,465.066674480264,240.322816786385,26.3457347468997,51.5080636185305,44.1932252884266
"STOML3",502.812576896347,257.561387236623,129.321695131687,5.64551458862136,10.4762163291926,23.1010041280412
"STING1",527.254854939919,327.6399272268,161.652118914609,31.9912493355211,34.9207210973088,19.0834381927297
"CRYZ",712.317817269824,539.695769015257,466.635783266837,53.6323885919029,123.968559895446,100.439148382788
"FYB2",2131.1338617991,716.257285354144,833.047252806616,128.905916440188,164.127389157351,140.614807735903
"MSX1",4188.94088946748,1921.2441288216,1034.57356105349,238.052531820201,259.286354147518,262.146177279076
"FANK1",1362.94798042968,720.80783989896,447.237528997084,90.3282334179418,117.857433703417,111.487454704894
"HLA-A",2815.51764701913,3920.75779581404,2139.19637363665,603.129141884382,719.366854604561,821.592233771204
"KIF15",435.305332776004,396.808356308014,415.984786006926,1270.24078243981,998.732623383031,1283.61231633203
"SPATA18",2136.95345180947,973.818672590767,840.591018355964,173.129114051055,172.857569431679,226.9924753451
"PERP",977.691121742896,703.515732628657,400.897254908229,98.7965053008738,94.2859469627337,132.57967586528
"CA2",7516.58245739955,3135.33208137868,1743.68752269224,337.789956219178,400.715274591618,474.072780366758
"DAB2",2147.42871382815,818.189707158037,671.395133892007,155.251651187087,130.952704114908,119.522586575517
"FAM166B",379.43726867641,222.067061787053,112.078802447462,22.5820583544855,10.4762163291926,14.0614807735903
"LRATD2",6885.73890027497,5795.58626827851,3911.98127773353,1273.06353973412,1574.05150346119,1585.93415296422
"LAYN",1621.3377768903,655.2798544536,522.675184490568,120.437644557256,91.6668928804356,55.2415316105333
"THSD7A",1797.08939520361,1488.03133615505,2079.92393003463,4762.93247460022,4820.80554748348,5490.00385060318
"SLC40A1",2920.27026720586,1415.22246343798,1167.12829856347,341.553632611592,279.36576877847,283.238398439461
"TRPV4",3483.6065802101,1235.02050346324,900.941142750752,199.474848797955,189.4449119529,104.456714318099
"SNTB1",2028.70907761651,874.616583513764,816.882040915155,127.024078243981,113.492343566254,217.952951990649
"ARHGAP29",1252.37577023257,480.53855993264,467.713464059601,103.501100791392,88.1748207707047,68.2986209002957
"GALNT10",16002.7086105275,6649.27030088612,4610.31843144464,1172.38519623704,1134.0504176351,1194.22147427135
"C1R",1110.37777397943,638.89785809226,383.654362224004,114.792129968634,92.5399109078683,79.3469272224023
"PLAGL1",1294.27681830726,1067.56009621399,1106.77817416869,2815.22994152585,2823.34030071742,3373.75099417784
"MNS1",953.248843699324,668.021407179087,340.547130513442,67.7461750634563,99.5240551273301,100.439148382788
"IQGAP3",273.520730487596,263.022052690403,298.517579595644,772.494579543023,706.27158419307,883.864505768532
"PRSS8",96.6051941722148,174.74129452096,79.7483786645402,3.76367639241424,7.85716224689448,8.03513187062302
"APOB",342.191892610014,1899.40146700648,621.821817424861,0,0,0
"KIF12",2188.16584390077,696.23484535695,703.725557674929,118.555806361049,142.301938471533,129.566501413796
"COL23A1",554.024968987641,664.380963543234,326.537280207509,111.02845357622,70.7144602220503,93.4084079959926
"PSPHP1",263.045468468922,255.741165418697,151.952991779732,0.94091909810356,0,0
"FAM153A",2.32783600414975,0.910110908963334,7.5437655493484,72.4507705539742,121.349505813148,140.614807735903
"YPEL3-DT",193.21038834443,216.606396333273,123.933291167867,16.9365437658641,23.5714867406834,30.1317445148363
"CGNL1",3605.81797042797,1325.12148345061,1190.83727600428,286.980324921586,203.413200391824,269.176917665871
"ZNF487",785.644651400542,493.280112658127,382.57668143124,93.1509907122525,109.12725342909,119.522586575517
"EFCAB12",1741.22133110402,625.24619445781,560.39401223731,78.0962851425955,116.984415675984,122.535761027001
"F5",2848.10735107722,721.717950807924,821.192764086211,73.3916896520777,129.206668060043,147.645548122698
"CFAP43",4216.87492151728,1408.85168707524,1383.74213790905,203.238525190369,267.143516394412,331.4491896632
"SPEF1",952.084925697249,664.380963543234,363.178427161487,31.9912493355211,55.8731537556941,104.456714318099
"PCDHB18P",246.750616439874,194.763734518153,417.06246679969,45.1641167089709,38.4127932070397,48.2107912237381
"NFATC1",547.041460975192,327.6399272268,297.43989880288,86.5645570255276,73.3335143043485,68.2986209002957
"SDC2",5853.34363243455,3176.28707228203,2013.10772088326,465.754953561262,485.398023252592,718.139910936932
"SERPINA1",456.255856813352,4393.10535756601,1495.82094035651,0,0,0
"ODAD1",1339.66962038818,676.212405359757,525.90822686886,105.382938987599,160.63531704762,119.522586575517
"PPFIBP2",1304.75208032594,647.08885627293,630.443263766973,167.483599462434,159.762299020188,172.755335218395
"BCO2",420.17439874903,353.123032677773,205.837031417935,62.100660474835,55.8731537556941,60.2634890296726
"CAPS",1419.97996253135,1188.60484710611,648.763837243962,234.288855427787,237.4609034617,224.983692377444
"ODF3B",1077.78806992134,645.268634455004,364.256107954251,61.1597413767314,69.8414421946176,119.522586575517
"ECEL1",10740.635323147,4533.26243754637,3022.89462370318,856.23637927424,847.700504637171,648.836898552809
"RAB11FIP1",2237.05039998791,673.482072632867,758.687278105896,136.433269225016,126.587613977744,154.676288509493
"VWA3A",3559.26125034497,1267.78449618592,1127.2541092312,149.606136598466,237.4609034617,279.22083250415
"SFRP5",987.002465759495,457.785787208557,370.722192710836,103.501100791392,64.6033340300213,56.2459230943611
"CPA4",225.800092402526,107.393087257673,118.544887204046,16.9365437658641,6.98414421946176,13.0570892897624
"AK7",1409.50470051268,658.01018718049,583.025308885355,141.137864715534,132.698740169773,164.720203347772
"CBLN4",137.342324244835,250.280499964917,57.117082016495,0,0,0
"ART3",311.930024556067,94.6515345321867,65.7385283586075,2.82275729431068,6.11112619202904,2.00878296765575
"CCDC60",130.358816232386,102.842532712857,75.437655493484,5.64551458862136,10.4762163291926,3.01317445148363
"NEK2P4",0,0.910110908963334,0,171.247275854848,255.794282037787,190.834381927297
"SCIN",2741.02689488633,1526.25599433151,1295.3723129024,294.507677706414,165.000407184784,64.2810549649842
"TMEM72",1671.38625097952,678.942738086647,428.916955520095,124.20132094967,75.9525683866466,66.2898379326399
"REC8",712.317817269824,758.122387166457,1019.4860299548,3098.44659005502,2444.45047681162,2288.0038001599
"DACH1",1129.00046201263,1092.133090756,1391.2859034584,3791.90396535735,2942.9437704757,3112.60920838259
"ITIH5",666.925015188904,506.931776292577,255.410347885082,43.2822785127638,86.4287847158393,55.2415316105333
"ANXA4",2951.69605326189,1492.58189069987,1105.70049337592,312.385140570382,343.096084781059,322.409666308749
"TGFBR3",1281.47372028444,445.04423448307,451.54825216814,105.382938987599,66.3493700848867,78.3425357385744
"NCAPG",453.928020809202,430.482459939657,395.508850944409,1048.18387528737,998.732623383031,1192.21269130369
"SLC16A10",5955.76841661714,2257.07505422907,1896.71819526474,482.691497327127,449.604284127851,486.125478172693
"DNAH9",1524.73258271809,710.796619900364,561.471693030074,47.9868740032816,83.8097306335411,149.654331090354
"SDC4",1167.4097560811,858.234587152424,478.490271987241,172.188194952952,104.762163291926,149.654331090354
"NWD1",2301.06589010203,611.59453082336,510.820695770163,71.5098514558706,87.301802743272,113.49623767255
"OMG",1037.05093984871,729.908948988594,318.993514658161,56.4551458862136,90.7938748530029,105.461105801927
"CNN1",246.750616439874,127.415527254867,121.777929582338,9.4091909810356,15.714324493789,22.0966126442133
"TTK",228.127928406676,222.977172696017,240.322816786385,680.284507928874,554.366447419777,678.968643067645
"TYW1B",86.1299321535409,84.64031453359,76.5153362862481,292.625839510207,297.699147354557,254.111045408453
"TCF7",796.119913419216,452.325121754777,371.7998735036,96.9146671046667,113.492343566254,103.452322834271
"DRC1",1641.12438292558,755.392054439567,573.326181750478,127.024078243981,158.889280992755,159.698245928632
"SLC16A6",3722.20977063546,2425.44557238728,1850.37792117589,701.925647185256,678.335007315223,660.889596358743
"FZD5",1064.98497189851,436.8532363024,458.014336924724,59.2779031805243,110.873289483955,94.4127994798205
"VWA3B",421.338316751105,273.033272689,188.59413873371,49.8687121994887,48.8890095362323,50.2195741913939
"ZNF835",80.3103421431665,80.9998708977367,139.020822266563,8.46827188293204,9.60319830175992,6.02634890296726
"CA4",977.691121742896,507.84188720154,377.18827746742,103.501100791392,74.2065323317812,38.1668763854593
"RSPH4A",1475.84802663094,577.920427191717,420.295509177982,79.0372042406991,57.6191898105595,117.513803607862
"RBP4",43.0649660767704,199.31428906297,111.001121654698,1.88183819620712,1.74603605486544,4.01756593531151
"CCDC190",671.580687197204,152.89863270584,149.797630194204,10.3501100791392,24.4445047681162,11.0483063221067
"SMAD6",549.369296979342,334.920814498507,236.012093615328,64.9234177691457,49.762027563665,70.3074038679514
"CRABP2",3263.62607781795,2740.3439468886,1479.65572846505,652.997854083871,427.778833442033,504.204524881594
"PRKCQ",1053.34579187776,465.066674480264,398.741893322701,112.910291772427,87.301802743272,83.3644931577138
"VWA5B1",4696.40913837213,1296.90804527275,1491.51021718545,263.457347468997,206.905272501555,348.523844888273
"APOC3",201.357814358954,1561.75031978108,770.541766826301,0,0,0
"MEP1A",61.6876541099685,305.79726541168,73.2822939079559,0,0,0
"MYL12A",1736.56565909572,1444.34601252481,786.706978717762,284.157567627275,232.222795297103,329.440406695544
"C2orf50",1502.61814067867,720.80783989896,519.442142112276,97.8555862027703,145.794010581264,153.671897025665
"KLHDC7A",346.847564618313,246.640056329063,109.923440861934,24.4638965506926,10.4762163291926,25.1097870956969
"CDKN2B",189.718634338205,155.62896543273,91.6028673849448,16.9365437658641,12.2222523840581,21.0922211603854
"CFAP299",119.883554213712,74.6290945349934,65.7385283586075,4.7045954905178,6.98414421946176,5.02195741913939
"CLDN16",209.505240373478,83.7302036246267,48.4956356743826,1.88183819620712,1.74603605486544,2.00878296765575
"ALDH1A1",34.9175400622463,283.95460359656,159.49675732908,1.88183819620712,1.74603605486544,0
"FTH1",22499.6988981094,21956.4256787404,14954.9763611868,7564.04862965452,5809.06195453732,5523.1487695695
"DMKN",1388.55417647533,800.897599887734,486.03403753659,128.905916440188,140.555902416668,172.755335218395
"GMNC",764.694127363194,336.741036316434,288.818452460767,54.5733076900065,79.4446404963775,57.250314578189
"BTC",562.172395002165,275.76360541589,237.089774408093,27.2866538450033,41.0318472893378,6.02634890296726
"MT-ND2",90675.0319516433,74046.6235532568,50940.8933931642,19343.414818813,22113.5466348708,24047.140905807
"SPATA17",1152.27882205413,702.605621719694,453.703613753668,106.323858085702,122.222523840581,168.737769283083
"ASPM",643.646655147407,435.943125393437,643.375433280142,2106.71786065387,1509.44816943117,1950.52826159374
"LMO2",835.693125489761,822.740261702854,476.334910401713,83.7417997312169,80.3176585238102,181.794858572846
"GALNT5",2253.34525201696,580.650759918607,744.677427799963,127.964997342084,145.794010581264,131.575284381452
"EFHC2",992.82205576987,350.392699950884,311.449749108813,38.577683022246,47.1429734813669,80.3513187062302
"GRIN2A",503.976494898422,400.448799943867,411.67406283587,59.2779031805243,58.4922078379922,127.55771844614
"B4GALT1",2713.09286283654,1477.11000524749,961.291267145539,297.330435000725,309.921399738615,336.471147082339
"HTR2C",16323.9499791001,4638.83530298611,4549.96830704985,744.267006599916,955.954740038828,1195.22586575517
"CCDC153",342.191892610014,242.99961269321,115.311844825754,26.3457347468997,32.3016670150106,24.1053956118691
"BMS1P10",108.244374192964,92.83131271426,112.078802447462,302.035030491243,335.238922534164,395.730244628184
"SULT1C2",577.303329029139,498.740778111907,295.284537217352,65.8643368672492,82.0636945786757,115.505020640206
"IRS4",5117.74745512323,1379.72813798841,2195.23577486038,375.426720143321,427.778833442033,418.831248756225
"ANKRD66",178.079454317456,84.64031453359,58.1947628092591,5.64551458862136,5.23810816459632,6.02634890296726
"GSTA2",30.2618680539468,212.96595269742,153.030672572496,0,0,0
"SLIT3",1129.00046201263,522.403661744954,425.683913141803,95.9737480065632,80.3176585238102,134.588458832936
"RARRES2",279.34032049797,230.258059967723,167.040522878429,55.5142267881101,41.0318472893378,42.1844423207708
"PCP4",2895.82798916229,2156.05274333414,908.4849083001,291.684920412104,229.603741214805,391.712678692872
"CFAP69",2724.73204285729,985.65011440729,1183.29351045493,237.111612722097,301.191219464288,287.255964374773
"SLC6A20",1602.7150888571,552.437321740744,432.149997898387,125.142240047774,67.2223881123194,68.2986209002957
"KIF9",1117.36128199188,819.099818067,398.741893322701,140.196945617431,141.428920444101,138.606024768247
"TOP2A",2724.73204285729,3383.79235952567,3094.02155602561,8979.19095320228,6599.14326936393,7946.74542004617
"SERPINB6",1084.77157793378,1286.89682527415,674.6281762703,184.420143228298,204.286218419256,301.317445148363
"SLC27A2",574.975493024989,423.20157266795,239.245135993621,79.0372042406991,62.8572979751558,82.3601016738859
"SLC22A8",462.075446823726,96.4717563501134,88.3698250066527,9.4091909810356,8.7301802743272,2.00878296765575
"APOA1",236.2753544212,2510.08588692087,615.355732668277,5.64551458862136,6.98414421946176,12.0526978059345
"SGK3",536.566198956518,322.17926177302,223.07992410216,69.6280132596635,61.1112619202904,59.2590975458448
"COL8A2",422.50223475318,205.685065425713,151.952991779732,40.4595212184531,26.1905408229816,23.1010041280412
"KCNS3",297.963008531168,157.449187250657,104.535036898114,24.4638965506926,13.0952704114908,9.0395233544509
"MAPK8IP1P2",251.406288448173,757.212276257494,355.634661612139,38.577683022246,61.1112619202904,71.3117953517793
"PLTP",12929.9650850498,7348.23547896996,4334.43214849704,1405.73313256672,1395.95582586492,1757.68509669879
"TMPRSS7",453.928020809202,147.43796725206,68.9715707368997,5.64551458862136,3.49207210973088,14.0614807735903
"FHAD1",714.645653273974,306.707376320644,209.070073796227,31.0503302374175,33.1746850424434,61.2678805135005
