"","C03_C","C03_R","C03_S","A33_C","A33_R","A33_S","CC_AC_stat","CC_AC_df","CC_AC_p_value","CC_AC_padj","CC_CS_stat","CC_CS_df","CC_CS_p_value","CC_CS_padj","CC_CR_stat","CC_CR_df","CC_CR_p_value","CC_CR_padj","CS_CR_stat","CS_CR_df","CS_CR_p_value","CS_CR_padj","AC_AS_stat","AC_AS_df","AC_AS_p_value","AC_AS_padj","AC_AR_stat","AC_AR_df","AC_AR_p_value","AC_AR_padj","AS_AR_stat","AS_AR_df","AS_AR_p_value","AS_AR_padj"
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE",0.294359991799215,-0.126786083325699,0.352078702416525,-0.591524507754806,-0.719876028932691,-0.49005017631856,2.03951047529244,NA,0.0413991068300523,0.531112259927753,-0.14331844785009,NA,0.886038686952921,0.999969541172179,0.994911716185763,NA,0.319779204053059,0.998628111233479,1.09838949736112,NA,0.272034446520222,0.999983754542063,-0.235253199255466,NA,0.814012217361687,0.999923386906292,0.281042783830256,NA,0.778677584941889,0.999983542278874,0.559730797412764,NA,0.575663072354598,0.999967687271458
"GOBP_POSITIVE_REGULATION_OF_HEART_RATE_BY_EPINEPHRINE_NOREPINEPHRINE",0.22938963039867,-0.112036716498582,0.134143235655662,-0.669222766123894,-0.697549466568943,-0.0875259218553509,2.06884190550826,NA,0.038560924597964,0.529959773628114,0.236487475889831,NA,0.813054424499447,0.999969541172179,0.806573827833989,NA,0.419912057437449,0.998628111233479,0.564648099631724,NA,0.572313142117381,0.999983754542063,-1.34853411140428,NA,0.17748665645335,0.999923386906292,0.0620259692478866,NA,0.950542151344165,0.999983542278874,1.48558026974584,NA,0.137390177017162,0.999967687271458
"GOBP_BRAIN_RENIN_ANGIOTENSIN_SYSTEM",0.277666405463691,-0.574891616329012,0.198507020676605,-0.609953147866977,-0.368848179499994,0.123475990489486,2.04351037253903,NA,0.0410019416340278,0.531112259927753,0.19654882388688,NA,0.844180621896602,0.999969541172179,2.01422734535242,NA,0.0439856699455067,0.969247834628142,1.77404714980409,NA,0.0760553515980727,0.999983754542063,-1.70026614387644,NA,0.0890808756688646,0.999923386906292,-0.527889067315782,NA,0.597576333179338,0.999983542278874,1.19883778906596,NA,0.230591025553258,0.999967687271458
"GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE_BY_NERVOUS_SYSTEM_PROCESS",0.610913283047647,0.224081319770201,0.365446844991659,-0.452092638802543,0.365261261281712,0.095464653933514,2.44738845274297,NA,0.0143895659082374,0.46571654581263,0.609562328804112,NA,0.54215177251272,0.999969541172179,0.913934291074728,NA,0.360751373867987,0.998628111233479,0.324260292947864,NA,0.745740978578526,0.999983754542063,-1.26931672183277,NA,0.204328124692705,0.999923386906292,-1.78950294246756,NA,0.0735338540300154,0.999983542278874,-0.656971684647761,NA,0.511199123307151,0.999967687271458
"GOBP_TRNA_WOBBLE_BASE_MODIFICATION",-0.483011473581987,0.516551602163091,0.00792917670101792,0.454617502686839,0.48519673714236,-0.246731996025911,-2.15864888862987,NA,0.0308774168558175,0.517117064548975,-1.21898826143563,NA,0.222848647876335,0.999969541172179,-2.36159618301605,NA,0.0181964509842932,0.958666352344729,-1.16666332177085,NA,0.243346360480516,0.999983754542063,1.6258698952025,NA,0.103977335541932,0.999923386906292,-0.0669521947825229,NA,0.946619760791681,0.999983542278874,-1.78236594360686,NA,0.0746895754295355,0.999967687271458
"GOBP_TRNA_WOBBLE_URIDINE_MODIFICATION",-0.5140618723747,0.508993670638166,-0.136229311160248,0.412955533358365,0.489466599823274,-0.112225311343054,-2.1342133736808,NA,0.0328253184536686,0.527247139740454,-0.938147125627896,NA,0.348168806463267,0.999969541172179,-2.41711363788678,NA,0.0156441322496269,0.958666352344729,-1.4799829721179,NA,0.138877790965172,0.999983754542063,1.21744957411823,NA,0.223433211116224,0.999923386906292,-0.167517069365395,NA,0.866963217885479,0.999983542278874,-1.46520149426087,NA,0.14286595204924,0.999967687271458
"GOBP_AGGRESSIVE_BEHAVIOR",0.68782921269236,-0.0613125386433873,0.388261040444507,-0.24970304507013,-0.631396501186765,-0.270179652175127,2.1584930413159,NA,0.0308895188605228,0.517117064548975,0.743940047201653,NA,0.456912746176929,0.999969541172179,1.76995359583941,NA,0.0767348713439773,0.998628111233479,1.03121020553674,NA,0.302442255848939,0.999983754542063,0.0474667950602902,NA,0.962141194195458,0.999923386906292,0.835695553173556,NA,0.403326197563404,0.999983542278874,0.879658878450142,NA,0.379044132364872,0.999967687271458
"GOBP_CAP_DEPENDENT_TRANSLATIONAL_INITIATION",-0.451848083457538,0.462607637632292,-0.51702449853898,0.614218525677144,0.394665752895565,-0.35342653171981,-2.45443784156921,NA,0.0141105056918373,0.46571654581263,0.161835299098931,NA,0.871435554777751,0.999969541172179,-2.16047190424769,NA,0.030736156321923,0.958666352344729,-2.24709015892697,NA,0.0246342657317205,0.999983754542063,2.24333482103407,NA,0.0248752315291936,0.999923386906292,0.480714101430599,NA,0.630719707515456,0.999983542278874,-1.82171612520852,NA,0.0684980699444923,0.999967687271458
"GOBP_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION",0.395483582522829,-0.021083151536799,0.318879807624687,-0.704502733799137,-0.160052643862487,-0.204298374919241,2.53255961140392,NA,0.0113233114490055,0.46106863985183,0.190213481285638,NA,0.849141847439427,0.999969541172179,0.984110400262358,NA,0.325061233824173,0.998628111233479,0.77977708347712,NA,0.435522097485995,0.999983754542063,-1.15963479023072,NA,0.246197530119625,0.999923386906292,-1.19205383925298,NA,0.233240135259079,0.999983542278874,-0.107738216408409,NA,0.914203353627136,0.999967687271458
"GOBP_TOLERANCE_INDUCTION_DEPENDENT_UPON_IMMUNE_RESPONSE",0.631518636709947,0.243392747832263,0.0770816266220368,-0.702139926069705,-0.582434374759214,0.453609745809155,3.07075199650329,NA,0.00213520422327745,0.438883559005051,1.37675086660509,NA,0.16858928625115,0.999969541172179,0.917000255939479,NA,0.359142506006125,0.998628111233479,-0.381461060687479,NA,0.70286115987199,0.999983754542063,-2.67952324668672,NA,0.00737270837150713,0.999923386906292,-0.26210893251892,NA,0.793237460316376,0.999983542278874,2.52311046520566,NA,0.0116321854332676,0.999967687271458
"GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE",0.567230120241789,-0.0871777867055251,0.254763428932657,-0.365668911882085,-0.508974935216809,-0.0468841128268497,2.14777503883291,NA,0.0317316308716366,0.523161852565733,0.775908069626917,NA,0.437803267600788,0.999969541172179,1.54606759754419,NA,0.122088243272206,0.998628111233479,0.784304830347306,NA,0.432861265840676,0.999983754542063,-0.738974654299668,NA,0.459922388108388,0.999923386906292,0.313755010239133,NA,0.753707116686741,0.999983542278874,1.12525006867576,NA,0.260483081754618,0.999967687271458
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION",0.24033261077429,0.427179569027772,0.509273730978329,-0.704196665247557,-0.493590679501444,-0.0614949048112718,2.17458295435757,NA,0.0296613828265333,0.513029077730719,-0.667822878018401,NA,0.504246661061974,0.999969541172179,-0.441424100549317,NA,0.658905997782368,0.998628111233479,0.188319706398983,NA,0.850626038247221,0.999983754542063,-1.48997666676004,NA,0.136230371208944,0.999923386906292,-0.461136250080542,NA,0.644700855536,0.999983542278874,1.05220417910082,NA,0.292705882550175,0.999967687271458
"GOBP_TRICUSPID_VALVE_MORPHOGENESIS",-0.533798205851541,-0.359673340858621,-0.199460990065908,0.618382025108607,0.153924921641622,-0.085353819541128,-2.65275416648151,NA,0.00798379943514447,0.455724993830716,-0.830155161346301,NA,0.406451062792273,0.999969541172179,-0.411378542086699,NA,0.680794985674171,0.998628111233479,0.367472764502341,NA,0.713266403733344,0.999983754542063,1.63145883677316,NA,0.102793538723684,0.999923386906292,1.01690519878666,NA,0.309198529967301,0.999983542278874,-0.582638782336702,NA,0.560136491953728,0.999967687271458
"GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE_BY_EPINEPHRINE_NOREPINEPHRINE",0.326690068112768,0.152651970990406,0.119406092045295,-0.671956074476637,-0.769171734510593,-0.275686694195255,2.29918256784247,NA,0.0214945744630249,0.478876264089103,0.514673678174744,NA,0.606781069854666,0.999969541172179,0.411150544209687,NA,0.680962149730076,0.998628111233479,-0.0762543411285818,NA,0.93921675052808,0.999983754542063,-0.918677528970445,NA,0.358264266738958,0.999923386906292,0.212874858051094,NA,0.831424573288601,0.999983542278874,1.20183223394921,NA,0.229428533981122,0.999967687271458
"GOBP_POSITIVE_REGULATION_OF_CILIUM_MOVEMENT",0.386835095215464,-0.228160293191043,-0.352965607779021,-0.548353113735315,-0.434262480404171,0.198249327448264,2.15303082840288,NA,0.0313162557774245,0.520126456366373,1.8368956100302,NA,0.0662253074980027,0.999969541172179,1.45289814171181,NA,0.14625203699758,0.998628111233479,-0.28625897805573,NA,0.774679774770109,0.999983754542063,-1.73078674925389,NA,0.0834898061082053,0.999923386906292,-0.249795638959319,NA,0.802745392467764,0.999983542278874,1.54023631044419,NA,0.123502762034243,0.999967687271458
"GOBP_CHONDROCYTE_HYPERTROPHY",-0.60498595700196,-0.597598659076811,-0.644686231226009,0.742521497834035,0.403986881285202,0.116833899479381,-3.10266901933698,NA,0.00191783998433158,0.438883559005051,0.0985848413958425,NA,0.92146790619731,0.999969541172179,-0.0174542159480541,NA,0.986074257656484,0.998628111233479,-0.108015638476498,NA,0.913983287080246,0.999983754542063,1.45059078262423,NA,0.146893843460556,0.999923386906292,0.741258605266794,NA,0.458536655360196,0.999983542278874,-0.699242606965904,NA,0.484400427716932,0.999967687271458
"GOBP_GROWTH_PLATE_CARTILAGE_CHONDROCYTE_DEVELOPMENT",-0.751646128829069,-0.597138020534493,-0.66588167021599,0.681237192431732,0.144720024976292,-0.402813751367049,-3.29933159288648,NA,0.000969153580771916,0.438883559005051,-0.21298596423834,NA,0.831337910434283,0.999969541172179,-0.365079843154707,NA,0.715051806833416,0.998628111233479,-0.157694030093849,NA,0.874697904928587,0.999983754542063,2.5132850903575,NA,0.0119612630686203,0.999923386906292,1.1746991016672,NA,0.240115118907429,0.999983542278874,-1.33328697125807,NA,0.182437647616631,0.999967687271458
"GOBP_REGULATION_OF_GLYCOGEN_CATABOLIC_PROCESS",-0.816772924580633,-0.308530377712025,-0.578743895822526,0.610180412371162,-0.452744106181638,0.573388097792158,-3.28567920359687,NA,0.00101736804169001,0.438883559005051,-0.591119514249917,NA,0.554440345576692,0.999969541172179,-1.20085412165558,NA,0.229807793392127,0.998628111233479,-0.619802807836774,NA,0.535387619868241,0.999983754542063,0.0853021911434536,NA,0.932021149603744,0.999923386906292,2.32730219440444,NA,0.019949187068926,0.999983542278874,2.49896835238555,NA,0.0124555433823102,0.999967687271458
"GOBP_FRUCTOSE_METABOLIC_PROCESS",0.514895379141884,0.0670054678686201,-0.0395247482799672,-0.620998568806266,-0.306233489769503,-0.198776048802502,2.61523839075128,NA,0.00891651978811399,0.455724993830716,1.37663762660839,NA,0.168624311687649,0.999969541172179,1.05814394708311,NA,0.289989821371512,0.998628111233479,-0.244338004723838,NA,0.806969051748588,0.999983754542063,-0.978820846439726,NA,0.327668507530378,0.999923386906292,-0.68916036920261,NA,0.490722353272837,0.999983542278874,0.261663153848822,NA,0.793581149964096,0.999967687271458
"GOBP_NADH_OXIDATION",0.533566720282815,-0.288566341342176,-0.619363982522332,-0.49929435739256,0.206325215564148,-0.575428932073343,2.37795458512594,NA,0.0174089698913277,0.475831287335455,2.86295749942472,NA,0.00419706856469947,0.999969541172179,1.94234005724324,NA,0.0520959467359081,0.97489073664957,-0.758772788130368,NA,0.44798848641359,0.999983754542063,0.176506428463513,NA,0.85989609878589,0.999923386906292,-1.54485496538315,NA,0.122381348610814,0.999983542278874,-1.90373180310217,NA,0.0569451222634835,0.999967687271458
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_SUCCINATE_TO_UBIQUINONE",-0.65894831831805,-0.333955029101712,-0.678688670163417,0.329687924587786,-0.0251297181810518,-0.183645441468451,-2.27612869407461,NA,0.0228383081362787,0.483102201281788,0.0490212446510058,NA,0.96090236550813,0.999969541172179,-0.767838070959717,NA,0.442583393329881,0.998628111233479,-0.79075593413707,NA,0.429086428913524,0.999983754542063,1.18997079318526,NA,0.234057871721316,0.999923386906292,0.776798916059679,NA,0.437277416381266,0.999983542278874,-0.385982107540638,NA,0.699509920075932,0.999967687271458
"GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE",-0.581075122943604,-0.722822550751287,-0.739280122631954,0.416955674222234,0.284593415328127,0.384682025495038,-2.29774521060657,NA,0.0215762947551453,0.478935475042809,0.392868106692316,NA,0.694416898644234,0.999969541172179,0.33492320044145,NA,0.73768302041865,0.998628111233479,-0.03775503370708,NA,0.969882996692217,0.999983754542063,0.0748181906395044,NA,0.940359368345249,0.999923386906292,0.289789859648724,NA,0.771977005992176,0.999983542278874,0.243728444285871,NA,0.807441142213129,0.999967687271458
"GOBP_AMP_BIOSYNTHETIC_PROCESS",-0.527219761110758,-0.419728935900071,-0.737911838794847,0.445461085841911,0.411433459014983,0.411130838164611,-2.23936552528468,NA,0.0251321425890101,0.4935063438011,0.523199572147943,NA,0.600835379147263,0.999969541172179,-0.253954884623566,NA,0.799530412503713,0.998628111233479,-0.729876859207974,NA,0.465465458387511,0.999983754542063,0.0795868661239742,NA,0.936565841393736,0.999923386906292,0.0745010328384013,NA,0.940611719366482,0.999983542278874,-0.000736943568228539,NA,0.99941200415795,0.999967687271458
"GOBP_GMP_BIOSYNTHETIC_PROCESS",-0.56832100201897,-0.225272084094117,-0.58620805761096,0.474327480552906,0.444488492904265,0.52715803076078,-2.40049213290744,NA,0.0163730426915615,0.475831287335455,0.0444163816603796,NA,0.964572503858331,0.999969541172179,-0.810462002296956,NA,0.417674695249079,0.998628111233479,-0.827890551564342,NA,0.407732486324687,0.999983754542063,-0.122480001961712,NA,0.902518882865376,0.999923386906292,0.0653311624373331,NA,0.947910331298458,0.999983542278874,0.201325222038601,NA,0.840444281971674,0.999967687271458
"GOBP_CGMP_BIOSYNTHETIC_PROCESS",0.360589100530003,-0.152075465965957,0.32590458957496,-0.655098221846435,-0.286470360449646,-0.205583731173509,2.3384187901768,NA,0.0193655339290615,0.475831287335455,0.0861239419886597,NA,0.931367891378477,0.999969541172179,1.21113128109624,NA,0.225845094418497,0.998628111233479,1.09635496879339,NA,0.27292346247533,0.999983754542063,-1.04210239631667,NA,0.297364207708048,0.999923386906292,-0.807095444229238,NA,0.419611496650008,0.999983542278874,0.19696168492864,NA,0.843857521402793,0.999967687271458
"GOBP_IMP_BIOSYNTHETIC_PROCESS",-0.58028563668513,-0.394697411294208,-0.661556419748019,0.385774115185822,0.39397438102161,0.469703981587786,-2.22412340511854,NA,0.0261401425793394,0.49887037186723,0.201813288094454,NA,0.840062692895577,0.999969541172179,-0.438469888746749,NA,0.661045693341547,0.998628111233479,-0.612129340475326,NA,0.540452186657332,0.999983754542063,-0.194572301350368,NA,0.845727788917121,0.999923386906292,-0.0179536136750557,NA,0.985675858364307,0.999983542278874,0.184419060420165,NA,0.853684718206068,0.999967687271458
"GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS",-0.631791358610637,0.0600832821040425,-0.629125516640895,0.692576812282636,0.347260649282766,0.406655968728378,-3.04935716117185,NA,0.00229331659262878,0.438883559005051,-0.00661992503200114,NA,0.994718102601779,0.999969541172179,-1.63458815368557,NA,0.102135412672372,0.998628111233479,-1.58086280133902,NA,0.113909411328624,0.999983754542063,0.662891845113276,NA,0.507399824937779,0.999923386906292,0.756087127477725,NA,0.449596959281437,0.999983542278874,0.144637533479623,NA,0.884997061386893,0.999967687271458
"GOBP_PYRIMIDINE_NUCLEOBASE_CATABOLIC_PROCESS",0.661966132943997,0.396472610425804,0.427376659326311,-0.494394270921185,-0.235492209496621,-0.28063824816278,2.66239184192405,NA,0.007758749975995,0.455724993830716,0.582574636156198,NA,0.560179684066663,0.999969541172179,0.627288836409661,NA,0.530469919824684,0.998628111233479,0.0708900413500942,NA,0.943485269286903,0.999983754542063,-0.495529417691398,NA,0.620226461821768,0.999923386906292,-0.566829461155728,NA,0.570830052393588,0.999983542278874,-0.109932408811331,NA,0.912462979789192,0.999967687271458
"GOBP_MITOCHONDRIAL_DNA_REPLICATION",-0.297568116945106,0.166361354230236,-0.334687296806487,0.645252103582048,0.469281314552141,0.297910922263018,-2.1706480913005,NA,0.0299577838366539,0.513029077730719,0.0921624925843594,NA,0.92656893775496,0.999969541172179,-1.09598022807003,NA,0.273087427202927,0.998628111233479,-1.14922302541758,NA,0.250464028747259,0.999983754542063,0.805261532960019,NA,0.420668774683194,0.999923386906292,0.385300090239753,NA,0.700015094683799,0.999983542278874,-0.417318216995642,NA,0.676445665536612,0.999967687271458
"GOBP_DNA_TOPOLOGICAL_CHANGE",-0.323276146993079,-0.321348469715222,-0.443388500939913,0.707187192619497,0.557475350784575,0.504954388240533,-2.37248906303889,NA,0.0176686862212842,0.475831287335455,0.2982306863724,NA,0.76552710247666,0.999969541172179,-0.00455399994666586,NA,0.99636644631199,0.99863272123069,-0.279923008557673,NA,0.77953657432848,0.999983754542063,0.46887932830453,NA,0.639155892917562,0.999923386906292,0.327817767945938,NA,0.743049452160261,0.999983542278874,-0.127907685111926,NA,0.898222029166533,0.999967687271458
"GOBP_DNA_REPLICATION_SYNTHESIS_OF_RNA_PRIMER",-0.449726586055978,-0.126742411395492,-0.462197158456103,0.797064474506581,0.588075364657037,0.635189173077127,-2.87071838739823,NA,0.00409540195749736,0.448057771952604,0.0309644967442574,NA,0.975297853581029,0.999969541172179,-0.763029371354681,NA,0.445445879543903,0.998628111233479,-0.769419111258751,NA,0.441644546847154,0.999983754542063,0.375338013481808,NA,0.707409098520752,0.999923386906292,0.457633101800433,NA,0.647216057682006,0.999983542278874,0.114745374279368,NA,0.908646947951988,0.999967687271458
