"","C03_C","C03_R","C03_S","A33_C","A33_R","A33_S"
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",0.0479242979243585,-0.284153723361858,-0.610223464543104,0.618267534934009,0.568104734771285,0.330181564905766
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",0.120946954280349,-0.0898799433499192,-0.51326164845959,0.648351648351551,0.579146521360474,0.217403115112017
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.0367781375389228,-0.35672166947881,-0.484877347071276,0.535413705913676,0.457516342988707,0.440013172647919
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.111210113894158,-0.321528819693671,-0.431617829467501,0.482003275163597,0.389466935243483,0.271729732453081
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",0.209573806617749,-0.585281819500993,-0.434470284178165,0.456611195311245,0.17758813939516,0.38963050837489
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.0409013648705144,0.0689671908976526,-0.217839858772912,0.278653792940283,0.252190494553,0.287632362280788
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.376266033609818,-0.140380689136622,-0.370671540455193,0.199140848291187,0.239065037982655,0.0382161622734969
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.448910344169336,0.114577781202017,-0.306391919883119,0.285364824290987,0.32116376588536,0.104604686422618
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",-0.570603914178834,-0.471365901550297,-0.507598576731012,0.248285522252903,0.0508510338167987,0.11513480350813
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.0405037353447281,0.261366194005902,-0.0460956250562433,-0.354149846632658,-0.243814055871535,-0.517488386221978
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.0631424386784179,-0.0291839102281862,-0.188161047249507,0.243036913988969,0.193868463489409,0.0725662917774492
"GOBP_RRNA_MODIFICATION",-0.303589617109489,0.211635672144722,-0.452347555985073,0.37489265171557,0.486173087082555,-0.00233328084647139
"GOBP_MAPK_CASCADE",0.0437157776114334,-0.0211869378089776,-0.0698959160802044,-0.166250953943032,-0.0601082478894442,-0.0797688877203216
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.189031058307953,0.287854206190688,-0.29746150135462,0.53329779096832,0.516018667242285,0.157277139451697
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.0327688076319375,0.408701168459268,0.0293141232973028,0.141559252699318,0.304278022097898,-0.0512900993129305
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.406264257644345,-0.506228500905357,-0.503555708920689,0.48913780815321,0.269801941772411,0.557027307203554
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.215806153108183,-0.112374602902692,-0.260585976229722,0.213528218988246,0.242869504027263,0.214729282621662
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",0.246002217507883,0.0526200002449478,0.0556100577699747,0.373994809579786,0.387280126775558,0.0148725128138189
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.109313165587013,0.215971672159063,-0.243036150268857,0.502912088776066,0.3942081101026,0.121674360105778
"GOBP_ALLANTOIN_METABOLIC_PROCESS",-0.279721053364848,-0.405768577904423,-0.00010007745847368,-0.23931226088095,0.197701990082724,0.267678657987265
"GOBP_MITOCHONDRIAL_FISSION",-0.215237680039592,0.288079738682503,-0.066478756270691,-0.0241462149055125,0.171988498015831,-0.160139170411596
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.162417354961913,0.366353252160238,0.631591440876049,0.532808843975653,-0.210935365474332,-0.577949008421586
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.113356374742234,0.0915682258577164,-0.0434625037112696,-0.132260719278954,-0.184711667709065,0.0289187987868335
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.230448869888555,-0.030824761242882,-0.268906253907636,0.358716569261864,-0.0159221616118698,-0.161703445845384
"GOBP_MITOTIC_CELL_CYCLE",-0.021870970945227,-0.0918321199045426,-0.34842068081447,0.354642076430021,0.325407415767582,0.286886805282972
"GOBP_MITOTIC_CYTOKINESIS",-0.107775389090445,-0.0786034080731135,-0.254742978698727,0.361504382088763,0.31737472918888,0.214349636578727
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.00784675831976431,0.261987410661183,-0.230132268195207,0.467124363611695,0.43276517819114,0.130964940785167
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.155052046871709,0.41811420755082,-0.214814315487369,0.472034402673608,0.496096713433343,-0.0286546406022115
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.0112791895181968,-0.0713025375424356,-0.425063547260751,0.399735140936045,0.477050462125162,0.346287753040686
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.0079385876027481,0.274460352797421,-0.186013512544824,0.451855450038732,0.543484354565656,0.0409382255528768
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.570779131283742,0.368296042595433,-0.366654256706716,0.634417041213503,0.448622134186792,-0.462931335489333
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.0478619147724442,-0.0506249846577717,-0.181837961299211,-0.0296651897907905,-0.132677523351159,-0.0579098406604046
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",-0.113741605251947,-0.430679499097983,-0.347711305049488,-0.0792237248663129,-0.436443265625731,-0.0333079427428138
"GOBP_PROTEIN_DENEDDYLATION",-0.210369987635881,0.359879740464765,-0.467129406128287,0.217765838477121,0.541731960597766,-0.199548281114497
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.534034790787099,-0.442139778495595,0.318941700218021,0.222220037553051,-0.199616679445624,0.290026452030604
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.156037449016074,0.18419614883216,-0.325979915028704,0.512636539959399,0.456728837104871,0.19170033038478
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0709783266576056,0.287154696976547,-0.0539715210415519,0.381622775712295,0.457911128147448,0.306519782786706
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.00821984778353199,0.308399812253508,-0.00182733021339845,0.323089826009925,0.444897078389639,0.298004734435444
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.200330723898618,0.0339885303376628,-0.318532027102945,0.504521328852712,0.437629393555993,0.0665152974391145
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",0.546591342964468,0.337604108603147,-0.307598339972008,0.702401139523874,0.574374279319092,-0.143797056229948
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",0.689125050502298,0.0829178960218454,-0.328887296423463,0.744189869791569,0.493284057318114,-0.302845204255725
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.550191605774412,0.372867571433071,-0.431557683719532,0.534426731302514,0.424120147279176,-0.165422079395468
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.0541848709026673,-0.200200137130342,0.258701195986847,0.276812462749504,-0.201633274017399,-0.124699981999577
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.331208955313587,0.106455300353542,-0.38389524736304,0.363493971254057,0.425293028542738,-0.0348353543059538
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.200763181826606,0.376217096270843,-0.128792226140553,0.0421962879106704,0.241033759089645,-0.311555210648699
"GOBP_MITOPHAGY",-0.342425395831321,0.464963704238391,0.0216030645172039,-0.0995730485742305,0.159930250368315,-0.419337129633398
"GOBP_PEXOPHAGY",-0.221331545991063,0.0845584113958162,-0.105102816257753,-0.279463638996808,0.459575939353174,-0.801855164917389
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.355722153160186,-0.104580252737153,-0.485495067114235,0.633828816077996,0.486877894217204,0.162086207828123
"GOBP_MATURATION_OF_5_8S_RRNA",-0.228497481177175,0.252428203059389,-0.393331831186704,0.504184349885518,0.514306654372613,0.059742108671432
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.198039025780229,-0.04284639483109,-0.417946943963362,0.587242637876465,0.481420730990191,0.0679499838640341
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.0951928622315854,0.258104373461909,-0.480028832392414,0.617633481679366,0.530069896166179,-0.361367916347986
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.164925789804577,0.2475254118307,-0.416744141028528,0.546556399046565,0.571736967823392,0.130919751456507
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.24223657699585,0.148468084003579,-0.44500209126148,0.532279042263577,0.582033469383121,0.341388265305802
"GOBP_MATURATION_OF_LSU_RRNA",0.108475011405848,0.244126473769624,-0.467256882160036,0.583744590138206,0.478971928710699,-0.28197197391223
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.195412569538309,0.116100373356653,-0.415514286339663,0.574433638812845,0.551286030277855,0.130579939417262
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.231417598483454,0.296886692986186,-0.416100136669825,0.609344104502715,0.483129150718421,0.0675586639179302
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.295839654590109,0.0870575328690242,-0.412662743948184,0.38184316510967,0.358189038602043,-0.175252307470482
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.144725816386903,0.240582104794019,-0.270040594260241,0.33429656032711,0.306966577146138,-0.287640568485747
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.0861558772679712,-0.282049257709348,-0.119746278260588,-0.0155519688126676,0.0600547921796862,0.24924057182319
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.245269247991136,-0.0281086506258211,-0.368903298815463,0.297736304081916,0.330839559070102,0.238485007012797
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.212913587734947,0.00196827993831106,-0.443392836300347,0.512852915167021,0.444362826733287,0.215164339666509
"GOBP_TELOMERE_MAINTENANCE",-0.228406854992093,0.101981318729925,-0.366243430531434,0.474905196080381,0.404663551453659,0.203447958701282
"GOBP_RECOMBINATIONAL_REPAIR",-0.141341648835123,-0.0911870962579999,-0.401858944735983,0.450585706525708,0.410973985928166,0.340641156259586
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",0.273178208026392,-0.686758707536065,-0.600166725189424,0.574310432823317,0.475339213025754,0.579151165659263
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.178947029809338,0.0589796850266443,-0.17889106405179,0.204418938138863,0.487573417938561,0.144432557432676
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.405539432309764,0.0928674232310046,-0.327815032615141,0.43572709586505,0.345307047900556,0.397232760222755
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",-0.586053947861483,0.0541442955463063,-0.488214331443049,0.189790916460772,0.605167178763918,0.516272579027487
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.410018591969153,-0.288136845556411,-0.226332887300668,0.364989813122198,0.575590070536988,0.0806987493292826
"GOBP_SISTER_CHROMATID_SEGREGATION",0.00189868118725278,-0.286691601467455,-0.449194847369542,0.497568590294941,0.452116787689422,0.418606148575668
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.247583247717498,-0.362702564716907,0.209575007415084,-0.123708821579016,0.0333180562045471,-0.312452441903306
"GOBP_CELL_MORPHOGENESIS",0.0838681775536963,0.115078670404461,0.002848870141135,-0.164401155851944,0.0315297934917039,0.108969519349745
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.0856609232975432,0.182784490950079,0.067745765386475,-0.151094217028635,0.0277569264463114,0.128449143209371
"GOBP_CYTOKINESIS",-0.0567501501884267,0.0272921830526854,-0.189644841975642,0.268370703351481,0.260757422245497,0.212034326768684
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.207296550171824,0.325179585025943,-0.270247863608291,0.474308998136577,0.437886080078057,0.190143670263658
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.480107299732038,0.374315603174669,-0.619119231424232,0.546889783323451,0.575776024930445,0.226582106762675
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.372447099247965,0.32453849411705,-0.39545316095572,0.395424677515757,0.409292179545079,-0.00557929390708434
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.652358379871245,0.00695221623074982,-0.746871502696791,0.542851690663083,0.663150968642189,0.274456759505391
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.492258888552473,0.468857420371836,-0.334229956269393,0.437603893843911,0.506512547191562,0.0597524247933758
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.330222868281639,-0.118093910888738,-0.584513174735071,0.488384711906802,0.55740694296884,0.295333269163454
"GOBP_RNA_5_END_PROCESSING",-0.362169562199382,0.233497937056743,-0.332770992544262,0.40534767246904,0.306814644232654,0.0319637480400144
"GOBP_RRNA_5_END_PROCESSING",-0.240342228440057,0.444659727741693,-0.23754801671928,0.661944251479009,0.494266303101771,0.194436711975043
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",0.0601324298998218,0.481450238100839,-0.00038218553514513,0.57176663597068,0.685579142789106,0.314832500915125
"GOBP_RESPONSE_TO_ACID_CHEMICAL",-0.0768244337793898,-0.0363297046208752,-0.208012663047901,0.0656142940095295,0.0895075564058522,0.0138759937997742
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.058950483611788,0.55923276895092,-0.0542376355555068,0.475102809899199,0.474908712949824,-0.000256819272615116
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.0351302502551429,0.192981589075844,-0.20841367569536,0.401571292385546,0.361765408683003,0.13397512453791
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",-0.360923293806283,-0.00647157900221948,-0.200314715250527,0.123657567839662,-0.462976827890211,-0.440952766951296
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",-0.130298931246007,-0.260820975708128,-0.242721684280706,-0.0508499838932544,-0.0405610165309637,0.0462840684489465
"GOBP_CARTILAGE_CONDENSATION",0.0716937729417548,-0.423333710770559,-0.261416734298907,0.0781120878903031,0.287288447533392,0.109048593027921
"GOBP_OSSIFICATION",0.0144233844624877,-0.259973255898536,-0.274735461750257,0.015388988016564,-0.0515397886580375,0.0903741444050048
"GOBP_NEUROTRANSMITTER_UPTAKE",-0.0393986866129163,0.00995790079458322,0.0419254418604611,-0.461211288216967,-0.233777977589595,-0.147309576664424
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.247773137396008,0.2706427582936,0.295473989568732,-0.464288161670038,-0.312976822439715,0.0217641663346936
"GOBP_ACTION_POTENTIAL",0.183908042679027,0.321632467735391,0.357902032755231,-0.48373964345552,-0.316069028829717,-0.06765588978208
"GOBP_RNA_METHYLATION",-0.312361571464457,0.375539871251677,-0.331502026686817,0.40528445714161,0.443810445601287,-0.0125387254581085
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.457085605588279,0.201734146846878,-0.285904602366429,0.562481945221942,0.427525861279263,0.18391116419331
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.323615249382889,-0.325359975835559,-0.207027292876986,-0.282879787706352,-0.153577303256104,-0.0637016853624732
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",-0.0734231959617788,-0.134462014851262,-0.274229694279521,-0.100934073200185,-0.0107886702597263,0.0396510734675609
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",0.431693886038064,-0.15217631388587,-0.00740441840851072,-0.263866009301295,-0.223624100772221,-0.490913651925395
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.0157359027538601,-0.292514950273103,-0.352687073691369,-0.407689313694001,-0.169905002896539,-0.00595349926655603
"GOBP_LUTEINIZATION",0.4589861963783,-0.170067161327788,0.16427819828655,-0.471219258797509,-0.194963523852894,0.0899890444704327
"GOBP_LUTEOLYSIS",0.0875313600155332,-0.128596381241986,-0.283813221081558,-0.48144401269859,-0.182943895160511,-0.078621850433541
"GOBP_OOCYTE_MATURATION",0.158867002519691,-0.285976837417172,-0.253735375740592,0.225637634756128,0.0309649223031555,0.283505226576251
"GOBP_REGULATION_OF_CELL_GROWTH",0.082552018548053,0.142114995119903,-0.0864817672301948,-0.0718718176264769,0.0349029738300843,-0.0762138981398724
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.353074213663518,0.0490435490436142,-0.230036016944976,0.148077218840205,-0.0438469453113666,-0.43398680514526
"GOBP_RESPONSE_TO_PROTOZOAN",0.0695045370746946,0.102853570966624,-0.0816674112494824,-0.063804239417876,-0.242324928683458,-0.32066820412406
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.126415845333639,-0.222017964361508,-0.426364179563826,0.0955358919846415,0.0498941033099269,0.178373153584692
"GOBP_VASCULOGENESIS",-0.136705717935059,-0.352375793720468,-0.349524456986691,0.0733241652157838,0.0794030825784577,0.0379248190251201
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",-0.223947655460747,-0.0571814999841249,-0.124752770126805,-0.224354638897439,0.120329152699112,0.154943356800317
"GOBP_GANGLIOSIDE_BIOSYNTHETIC_PROCESS",-0.065899085640977,0.167120958517223,0.108233257213697,-0.3011533428897,0.0135472299118572,0.28672092977593
"GOBP_MICROTUBULE_BUNDLE_FORMATION",-0.430329243903921,-0.343147288182116,-0.311898783700102,-0.283391327510788,-0.117013445362518,0.004682923337339
"GOBP_OSTEOBLAST_DIFFERENTIATION",0.0286377846167471,-0.315347296141859,-0.329207527589196,0.0940882837617368,-0.0301820123366468,0.12380084836886
"GOBP_UROGENITAL_SYSTEM_DEVELOPMENT",0.0905066295107364,-0.511469654917425,-0.486554928091443,0.112081859027927,-0.133383328107448,0.115591820791265
"GOBP_METANEPHROS_DEVELOPMENT",0.0442250880020978,-0.490426505936221,-0.362213039421643,-0.254637039530701,-0.246586325063115,0.288728674749465
"GOBP_TEMPERATURE_HOMEOSTASIS",0.0752324656668554,-0.0705615626460998,-0.118884574984761,-0.0850188357666929,-0.0657148925320933,-0.053335818988806
"GOBP_FEVER_GENERATION",0.217314509038163,0.0852408536146107,0.179695567907123,-0.471516974480328,-0.41812716193204,-0.241439253851923
"GOBP_AMEBOIDAL_TYPE_CELL_MIGRATION",-0.0233229005419015,-0.161774552676317,-0.237072608729743,-0.143534833972352,-0.0512847906208884,0.00645044581299192
"GOBP_ACROSOME_ASSEMBLY",-0.00421869167665645,0.115708878121847,-0.0832446351194286,0.0124159337495883,-0.0540109603465134,-0.210878636760608
"GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",-0.0571291712402628,-0.0740408758673091,-0.0503317317577316,-0.334392877940257,-0.272019112760353,-0.305103674742969
"GOBP_INTRACELLULAR_GLUCOSE_HOMEOSTASIS",-0.0127469279348564,0.0761290683143919,-0.0211978360328536,-0.0138102054479292,0.00867028758722344,-0.0122680838414937
"GOBP_TRNA_5_LEADER_REMOVAL",-0.393801294318011,0.26863540889104,-0.299138152889482,0.183779158108728,0.013441408525116,-0.0208502709865105
"GOBP_HISTAMINE_METABOLIC_PROCESS",-0.517767354008915,-0.700017272994867,-0.265297620592395,-0.49421270998161,-0.425708097443278,-0.027634092620161
"GOBP_GASTRIC_ACID_SECRETION",0.00972396313869575,0.271264698084021,0.482330360693019,-0.416579785242783,-0.0605002923875954,-0.0962687661285805
"GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT",-0.115067218109956,-0.155076899315829,-0.329895891529395,0.226275768396363,0.114699470810331,0.112072968959678
"GOBP_GASTRULATION_WITH_MOUTH_FORMING_SECOND",0.155746967765285,-0.195108517553032,-0.418062131828932,0.252266140354208,0.221793598974113,0.400718264406281
"GOBP_FORMATION_OF_PRIMARY_GERM_LAYER",-0.167471447054247,-0.352484896848879,-0.332676572011727,-0.119141531465058,-0.0946720181457244,0.0178242126912835
"GOBP_ENDODERM_FORMATION",-0.0305692818846758,-0.360602108589089,-0.293696594439818,-0.0848608221265911,-0.143920682471748,0.177773763069495
"GOBP_CELL_FATE_SPECIFICATION",0.199653904127838,-0.393334446413471,-0.314987823772041,0.163897004700056,0.148266587059293,0.309867587145946
"GOBP_CELL_FATE_DETERMINATION",0.26482990291646,-0.429494617622478,-0.200286723516419,-0.104432492710025,-0.148849807410346,0.278660436605944
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",-0.0648714399522467,-0.510985304086139,-0.302851841616607,-0.420345380018016,-0.136254584627705,0.246898311339795
"GOBP_ENDODERMAL_CELL_FATE_COMMITMENT",0.111984275366881,-0.246057248818325,-0.346887820147395,0.129636130126312,-0.0969895094729784,0.2643838160437
"GOBP_ENDODERMAL_CELL_FATE_SPECIFICATION",0.25496694071693,-0.52039578922705,-0.317362048532212,0.0150730982282142,-0.496879015066522,0.581916581238169
"GOBP_FORMATION_OF_TRANSLATION_PREINITIATION_COMPLEX",-0.253728997030934,-0.250273425567035,-0.634764078443037,0.499244763091831,0.58728404274184,0.17711989359285
"GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX",-0.0782545529639317,-0.211154837834177,-0.672717458574462,0.702747127870845,0.524627913771554,0.0133331914604714
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",-0.194096731340013,-0.268853591941367,-0.43241973911795,-0.00661074389563232,0.202020889852991,0.3354043990101
"GOBP_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",0.0273575771916544,-0.281450009585111,-0.25602422244147,0.126786986837374,-0.194402344032378,0.199796053207436
"GOBP_SOMITOGENESIS",0.0902764835580981,-0.277256998064755,-0.268248124134886,0.160804787857203,0.0915819163020434,0.297038226511452
"GOBP_SOMITE_SPECIFICATION",0.53684297011392,-0.65854650386927,-0.529751718483382,-0.265196269906975,-0.254910820349436,0.539655463780869
"GOBP_ORGAN_INDUCTION",0.215689803515378,-0.490492520467055,-0.297659497170219,-0.505418101481059,-0.371195892400239,0.265147943148791
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",0.15167342521762,-0.325606920576944,-0.331018434619033,-0.13515203501137,-0.139607967563781,0.229219235772268
"GOBP_NEURON_MIGRATION",0.277649886363025,0.0736979895251681,0.0381295866397144,-0.168978284691787,-0.103535236271016,0.132555300176888
"GOBP_MEMBRANE_RAFT_ASSEMBLY",0.254470481810927,-0.149453863084316,-0.392282795558711,-0.573980468544383,-0.150917231773725,0.0359053455221947
"GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY",-0.105285905452277,-0.180380096954943,-0.0862026970623411,0.041856771913976,-0.270376017367796,-0.120202308151929
"GOBP_IMMUNOLOGICAL_SYNAPSE_FORMATION",0.104688952023,-0.0471670619437296,0.152160091336236,-0.0646183460173543,0.0338699499735104,0.00189557322177825
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",0.418106420732948,-0.161594741673889,-0.139071123957664,0.182282382360324,0.314404143526048,-0.287220117489066
"GOBP_CELL_ACTIVATION",0.0670592977957951,-0.110789616832848,-0.112802814789123,-0.0504250783245109,-0.0801426292624677,-0.117177427388131
"GOBP_LEUKOCYTE_HOMEOSTASIS",0.0361590427251552,-0.176202030652811,-0.21838981907712,0.138967320437979,0.153408605543938,-0.0438883100455764
"GOBP_PLASMA_MEMBRANE_REPAIR",0.090799272823826,-0.076457303378487,-0.0932094348165516,-0.178327959216216,0.180533134676059,-0.317307702135429
"GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION",0.129035934200047,-0.1389828035919,-0.233692401614573,0.174021615715087,0.334352532734999,0.0016292952568315
