"","C03-C","C03-R","C03-S","C09-C","C09-R","C09-S","A33-C","A33-R","A33-S"
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",0.209573806617749,-0.585281819500993,-0.434470284178165,-0.496098880661575,-0.287918719261398,-0.00301712687668323,0.456611195311245,0.17758813939516,0.38963050837489
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.0409013648705144,0.0689671908976526,-0.217839858772912,-0.335417199223775,-0.270799461056194,-0.310061727318449,0.278653792940283,0.252190494553,0.287632362280788
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.376266033609818,-0.140380689136622,-0.370671540455193,0.0835782752017545,0.0344126151124399,0.148725286136967,0.199140848291187,0.239065037982655,0.0382161622734969
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.448910344169336,0.114577781202017,-0.306391919883119,-0.221507225618711,-0.24160151485229,0.130098581046604,0.285364824290987,0.32116376588536,0.104604686422618
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",-0.570603914178834,-0.471365901550297,-0.507598576731012,0.301462294841231,0.119443091257108,0.386104053259665,0.248285522252903,0.0508510338167987,0.11513480350813
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.0405037353447281,0.261366194005902,-0.0460956250562433,-0.062843763966432,0.411329778936731,0.272470813288668,-0.354149846632658,-0.243814055871535,-0.517488386221978
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.0631424386784179,-0.0291839102281862,-0.188161047249507,-0.285359227092791,-0.112960280166698,-0.193823631308566,0.243036913988969,0.193868463489409,0.0725662917774492
"GOBP_RRNA_MODIFICATION",-0.303589617109489,0.211635672144722,-0.452347555985073,-0.402450201709045,0.131295444165059,-0.485586242336546,0.37489265171557,0.486173087082555,-0.00233328084647139
"GOBP_MAPK_CASCADE",0.0437157776114334,-0.0211869378089776,-0.0698959160802044,-0.00115398621975241,0.0985414921986977,0.0228071166613857,-0.166250953943032,-0.0601082478894442,-0.0797688877203216
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.189031058307953,0.287854206190688,-0.29746150135462,-0.597846242736097,-0.304746770182128,-0.470433179981692,0.53329779096832,0.516018667242285,0.157277139451697
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.0327688076319375,0.408701168459268,0.0293141232973028,-0.413643795971095,-0.198152961583081,-0.412754175306683,0.141559252699318,0.304278022097898,-0.0512900993129305
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.406264257644345,-0.506228500905357,-0.503555708920689,-0.0232982700893553,0.142089940973886,-0.45480610303463,0.48913780815321,0.269801941772411,0.557027307203554
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.215806153108183,-0.112374602902692,-0.260585976229722,-0.0371199040728765,-0.217596046496957,-0.0769608699315748,0.213528218988246,0.242869504027263,0.214729282621662
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",0.246002217507883,0.0526200002449478,0.0556100577699747,-0.465393076504932,-0.101402686165697,-0.49540007741801,0.373994809579786,0.387280126775558,0.0148725128138189
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.109313165587013,0.215971672159063,-0.243036150268857,-0.500873865492261,-0.101722160654756,-0.454652719383251,0.502912088776066,0.3942081101026,0.121674360105778
"GOBP_ALLANTOIN_METABOLIC_PROCESS",-0.279721053364848,-0.405768577904423,-0.00010007745847368,0.0855410592761185,0.273464896004837,0.342190715488995,-0.23931226088095,0.197701990082724,0.267678657987265
"GOBP_MITOCHONDRIAL_FISSION",-0.215237680039592,0.288079738682503,-0.066478756270691,-0.291464493197073,0.0751333691747426,-0.362533380634322,-0.0241462149055125,0.171988498015831,-0.160139170411596
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.162417354961913,0.366353252160238,0.631591440876049,-0.192349259498739,-0.401816886859239,-0.570885078687987,0.532808843975653,-0.210935365474332,-0.577949008421586
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.113356374742234,0.0915682258577164,-0.0434625037112696,0.0276094190309542,-0.00536232329329026,-0.212064724408126,-0.132260719278954,-0.184711667709065,0.0289187987868335
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.230448869888555,-0.030824761242882,-0.268906253907636,-0.0825056762126233,0.0245373603675713,-0.0791420387811283,0.358716569261864,-0.0159221616118698,-0.161703445845384
"GOBP_MITOTIC_CELL_CYCLE",-0.021870970945227,-0.0918321199045426,-0.34842068081447,-0.342645258221904,-0.138132730816879,-0.313761279745231,0.354642076430021,0.325407415767582,0.286886805282972
"GOBP_MITOTIC_CYTOKINESIS",-0.107775389090445,-0.0786034080731135,-0.254742978698727,-0.336741065596936,-0.206772421929057,-0.356134683277602,0.361504382088763,0.31737472918888,0.214349636578727
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.00784675831976431,0.261987410661183,-0.230132268195207,-0.48071527118699,-0.423467145959447,-0.421108512490857,0.467124363611695,0.43276517819114,0.130964940785167
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.155052046871709,0.41811420755082,-0.214814315487369,-0.458891116370091,-0.421375819434228,-0.430341319278236,0.472034402673608,0.496096713433343,-0.0286546406022115
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.0112791895181968,-0.0713025375424356,-0.425063547260751,-0.334956410883059,-0.313736198434919,-0.2760929645983,0.399735140936045,0.477050462125162,0.346287753040686
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.0079385876027481,0.274460352797421,-0.186013512544824,-0.590482263553302,-0.19161763158805,-0.590652848478225,0.451855450038732,0.543484354565656,0.0409382255528768
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.570779131283742,0.368296042595433,-0.366654256706716,-0.33455441988313,-0.33759559153048,-0.493985935477555,0.634417041213503,0.448622134186792,-0.462931335489333
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.0478619147724442,-0.0506249846577717,-0.181837961299211,0.0431013296967168,0.19950904047538,-0.101218521796197,-0.0296651897907905,-0.132677523351159,-0.0579098406604046
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",-0.113741605251947,-0.430679499097983,-0.347711305049488,0.301129932664954,0.374403128357341,0.0363471864417801,-0.0792237248663129,-0.436443265625731,-0.0333079427428138
"GOBP_PROTEIN_DENEDDYLATION",-0.210369987635881,0.359879740464765,-0.467129406128287,-0.459288547211858,0.566886625452947,-0.808317221260529,0.217765838477121,0.541731960597766,-0.199548281114497
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.534034790787099,-0.442139778495595,0.318941700218021,0.299369796811029,-0.147407647931211,-0.258558934776971,0.222220037553051,-0.199616679445624,0.290026452030604
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.156037449016074,0.18419614883216,-0.325979915028704,-0.500633983657801,-0.0389753642785438,-0.472029833553684,0.512636539959399,0.456728837104871,0.19170033038478
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0709783266576056,0.287154696976547,-0.0539715210415519,-0.553917994781225,-0.283898499432667,-0.389447567747729,0.381622775712295,0.457911128147448,0.306519782786706
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.00821984778353199,0.308399812253508,-0.00182733021339845,-0.536360497167036,-0.352390859695819,-0.36509511601849,0.323089826009925,0.444897078389639,0.298004734435444
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.200330723898618,0.0339885303376628,-0.318532027102945,-0.449329216567242,0.242697857111865,-0.534628817377008,0.504521328852712,0.437629393555993,0.0665152974391145
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",0.546591342964468,0.337604108603147,-0.307598339972008,-0.843451129349764,-0.368358641167538,-0.665349580778435,0.702401139523874,0.574374279319092,-0.143797056229948
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",0.689125050502298,0.0829178960218454,-0.328887296423463,-0.624139451284236,-0.116682539160212,-0.641070693934125,0.744189869791569,0.493284057318114,-0.302845204255725
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.550191605774412,0.372867571433071,-0.431557683719532,-0.318863439112808,0.180537926038788,-0.67330747934162,0.534426731302514,0.424120147279176,-0.165422079395468
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.0541848709026673,-0.200200137130342,0.258701195986847,-0.14600417641764,-0.014315950153079,0.1973866323112,0.276812462749504,-0.201633274017399,-0.124699981999577
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.331208955313587,0.106455300353542,-0.38389524736304,-0.363916005889245,0.181936838368069,-0.284045607217465,0.363493971254057,0.425293028542738,-0.0348353543059538
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.200763181826606,0.376217096270843,-0.128792226140553,-0.295351179252882,0.104427780575474,-0.416716060073979,0.0421962879106704,0.241033759089645,-0.311555210648699
"GOBP_MITOPHAGY",-0.342425395831321,0.464963704238391,0.0216030645172039,-0.256608360874834,0.116769118298952,-0.398341095901415,-0.0995730485742305,0.159930250368315,-0.419337129633398
"GOBP_PEXOPHAGY",-0.221331545991063,0.0845584113958162,-0.105102816257753,0.156643810483505,0.00705973446859248,-0.16488773416611,-0.279463638996808,0.459575939353174,-0.801855164917389
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.355722153160186,-0.104580252737153,-0.485495067114235,-0.529949946730229,0.0585892077308475,-0.559125623149807,0.633828816077996,0.486877894217204,0.162086207828123
"GOBP_MATURATION_OF_5_8S_RRNA",-0.228497481177175,0.252428203059389,-0.393331831186704,-0.554232594832723,-0.0378076170567004,-0.485223950999547,0.504184349885518,0.514306654372613,0.059742108671432
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.198039025780229,-0.04284639483109,-0.417946943963362,-0.515635819419543,0.163311468287231,-0.612380410685952,0.587242637876465,0.481420730990191,0.0679499838640341
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.0951928622315854,0.258104373461909,-0.480028832392414,-0.671296567240926,0.0782730691575298,-0.573203417358827,0.617633481679366,0.530069896166179,-0.361367916347986
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.164925789804577,0.2475254118307,-0.416744141028528,-0.612652950958593,-0.182101701706643,-0.474995771053274,0.546556399046565,0.571736967823392,0.130919751456507
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.24223657699585,0.148468084003579,-0.44500209126148,-0.6164250579078,-0.101519151444248,-0.55592630605484,0.532279042263577,0.582033469383121,0.341388265305802
"GOBP_MATURATION_OF_LSU_RRNA",0.108475011405848,0.244126473769624,-0.467256882160036,-0.655616830793841,0.056396580568084,-0.5323803217239,0.583744590138206,0.478971928710699,-0.28197197391223
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.195412569538309,0.116100373356653,-0.415514286339663,-0.633336849504972,-0.0807816674637667,-0.639487167139042,0.574433638812845,0.551286030277855,0.130579939417262
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.231417598483454,0.296886692986186,-0.416100136669825,-0.479355856713486,-0.0877669612435428,-0.614059255970345,0.609344104502715,0.483129150718421,0.0675586639179302
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.295839654590109,0.0870575328690242,-0.412662743948184,-0.217144733703737,0.0875914528067201,-0.485145481121316,0.38184316510967,0.358189038602043,-0.175252307470482
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.144725816386903,0.240582104794019,-0.270040594260241,-0.353806386786594,0.198028123784771,-0.529948231834505,0.33429656032711,0.306966577146138,-0.287640568485747
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.0861558772679712,-0.282049257709348,-0.119746278260588,-0.0824186533401022,0.0770862280494378,-0.11815329988238,-0.0155519688126676,0.0600547921796862,0.24924057182319
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.245269247991136,-0.0281086506258211,-0.368903298815463,-0.38409110083278,-0.0374578891655177,-0.225801700485229,0.297736304081916,0.330839559070102,0.238485007012797
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.212913587734947,0.00196827993831106,-0.443392836300347,-0.185722730723432,-0.323145620652475,-0.469356368393002,0.512852915167021,0.444362826733287,0.215164339666509
"GOBP_TELOMERE_MAINTENANCE",-0.228406854992093,0.101981318729925,-0.366243430531434,-0.399402268357129,-0.240734021236244,-0.410854214775914,0.474905196080381,0.404663551453659,0.203447958701282
"GOBP_RECOMBINATIONAL_REPAIR",-0.141341648835123,-0.0911870962579999,-0.401858944735983,-0.386208620225393,-0.313212187577466,-0.345446817869325,0.450585706525708,0.410973985928166,0.340641156259586
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",0.273178208026392,-0.686758707536065,-0.600166725189424,-0.493352633593767,-0.124897318295108,-0.471587117154443,0.574310432823317,0.475339213025754,0.579151165659263
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.178947029809338,0.0589796850266443,-0.17889106405179,-0.185109851432666,-0.37470206126338,-0.0569203428666849,0.204418938138863,0.487573417938561,0.144432557432676
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.405539432309764,0.0928674232310046,-0.327815032615141,-0.274230997474333,-0.298015636523821,-0.367879901550857,0.43572709586505,0.345307047900556,0.397232760222755
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",-0.586053947861483,0.0541442955463063,-0.488214331443049,-0.454920034443601,0.386073908150911,-0.426348244027654,0.189790916460772,0.605167178763918,0.516272579027487
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.410018591969153,-0.288136845556411,-0.226332887300668,-0.146826729182025,-0.321491220275489,-0.0252471802043461,0.364989813122198,0.575590070536988,0.0806987493292826
"GOBP_SISTER_CHROMATID_SEGREGATION",0.00189868118725278,-0.286691601467455,-0.449194847369542,-0.362463519184282,-0.23107954074987,-0.403513825005374,0.497568590294941,0.452116787689422,0.418606148575668
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.247583247717498,-0.362702564716907,0.209575007415084,-0.236048551696437,0.0817225316175758,-0.0183764049932135,-0.123708821579016,0.0333180562045471,-0.312452441903306
"GOBP_CELL_MORPHOGENESIS",0.0838681775536963,0.115078670404461,0.002848870141135,-0.178843176010153,-0.110309951947913,-0.104019207527699,-0.164401155851944,0.0315297934917039,0.108969519349745
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.0856609232975432,0.182784490950079,0.067745765386475,-0.248235570811161,-0.152954623239983,-0.144838025550456,-0.151094217028635,0.0277569264463114,0.128449143209371
"GOBP_CYTOKINESIS",-0.0567501501884267,0.0272921830526854,-0.189644841975642,-0.284028028430827,-0.24185767966118,-0.314190900860567,0.268370703351481,0.260757422245497,0.212034326768684
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.207296550171824,0.325179585025943,-0.270247863608291,-0.520467952431297,-0.313922272363974,-0.426257240614391,0.474308998136577,0.437886080078057,0.190143670263658
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.480107299732038,0.374315603174669,-0.619119231424232,0.125185126058777,0.343721717305809,-0.655565353048928,0.546889783323451,0.575776024930445,0.226582106762675
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.372447099247965,0.32453849411705,-0.39545316095572,-0.370044441014014,0.0965915206435969,-0.442481653404805,0.395424677515757,0.409292179545079,-0.00557929390708434
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.652358379871245,0.00695221623074982,-0.746871502696791,0.286271657596614,0.581005438362185,-0.632516024011196,0.542851690663083,0.663150968642189,0.274456759505391
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.492258888552473,0.468857420371836,-0.334229956269393,-0.505741040187605,0.10720974310344,-0.535097849017121,0.437603893843911,0.506512547191562,0.0597524247933758
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.330222868281639,-0.118093910888738,-0.584513174735071,-0.59449951471628,0.182059936707633,-0.645645320791028,0.488384711906802,0.55740694296884,0.295333269163454
"GOBP_RNA_5_END_PROCESSING",-0.362169562199382,0.233497937056743,-0.332770992544262,-0.476598568059283,0.242645953570114,-0.521265573585845,0.40534767246904,0.306814644232654,0.0319637480400144
"GOBP_RRNA_5_END_PROCESSING",-0.240342228440057,0.444659727741693,-0.23754801671928,-0.584568876487203,-0.387375412816953,-0.585068895309149,0.661944251479009,0.494266303101771,0.194436711975043
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",0.0601324298998218,0.481450238100839,-0.00038218553514513,-0.683222630979383,-0.576536959572557,-0.677528049722244,0.57176663597068,0.685579142789106,0.314832500915125
"GOBP_RESPONSE_TO_ACID_CHEMICAL",-0.0768244337793898,-0.0363297046208752,-0.208012663047901,-0.0581913201773198,0.0421498883003902,-0.0691304322572596,0.0656142940095295,0.0895075564058522,0.0138759937997742
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.058950483611788,0.55923276895092,-0.0542376355555068,-0.633432722761154,-0.317326232365431,-0.451942077606271,0.475102809899199,0.474908712949824,-0.000256819272615116
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",-0.0351302502551429,0.192981589075844,-0.20841367569536,-0.442429756980116,-0.5335376348432,-0.197824139934705,0.401571292385546,0.361765408683003,0.13397512453791
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",-0.360923293806283,-0.00647157900221948,-0.200314715250527,-0.0289208124912959,0.391915145871305,0.442612342453201,0.123657567839662,-0.462976827890211,-0.440952766951296
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",-0.130298931246007,-0.260820975708128,-0.242721684280706,0.0945061435756466,0.183660710591551,0.161565133776169,-0.0508499838932544,-0.0405610165309637,0.0462840684489465
"GOBP_CARTILAGE_CONDENSATION",0.0716937729417548,-0.423333710770559,-0.261416734298907,0.104131267080644,0.0759088547480724,0.256518911592169,0.0781120878903031,0.287288447533392,0.109048593027921
"GOBP_OSSIFICATION",0.0144233844624877,-0.259973255898536,-0.274735461750257,0.0602543353125011,0.197482167296309,0.0745296354381634,0.015388988016564,-0.0515397886580375,0.0903741444050048
"GOBP_NEUROTRANSMITTER_UPTAKE",-0.0393986866129163,0.00995790079458322,0.0419254418604611,0.0203027624787958,0.339559163065296,-0.00198660820077221,-0.461211288216967,-0.233777977589595,-0.147309576664424
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.247773137396008,0.2706427582936,0.295473989568732,-0.226816287882761,0.151294454300827,-0.246892517455504,-0.464288161670038,-0.312976822439715,0.0217641663346936
"GOBP_ACTION_POTENTIAL",0.183908042679027,0.321632467735391,0.357902032755231,-0.0201345041054379,-0.0792483333200053,0.0729829654384291,-0.48373964345552,-0.316069028829717,-0.06765588978208
"GOBP_RNA_METHYLATION",-0.312361571464457,0.375539871251677,-0.331502026686817,-0.475367846921301,-0.100747244270434,-0.456965365282996,0.40528445714161,0.443810445601287,-0.0125387254581085
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.457085605588279,0.201734146846878,-0.285904602366429,-0.495033366335497,-0.0216677693956015,-0.603304541859116,0.562481945221942,0.427525861279263,0.18391116419331
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.323615249382889,-0.325359975835559,-0.207027292876986,0.481497723065938,0.046959748424905,0.3894363513266,-0.282879787706352,-0.153577303256104,-0.0637016853624732
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",-0.0734231959617788,-0.134462014851262,-0.274229694279521,-0.0858911830115179,0.268423501183269,0.0506262837584504,-0.100934073200185,-0.0107886702597263,0.0396510734675609
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",0.431693886038064,-0.15217631388587,-0.00740441840851072,0.336138661533399,-0.0785631502178128,0.414888437230563,-0.263866009301295,-0.223624100772221,-0.490913651925395
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",0.0157359027538601,-0.292514950273103,-0.352687073691369,-0.00569585578390464,0.32608454077308,0.273357272830636,-0.407689313694001,-0.169905002896539,-0.00595349926655603
"GOBP_LUTEINIZATION",0.4589861963783,-0.170067161327788,0.16427819828655,0.141657633296498,-0.0373056918994693,0.371600060735802,-0.471219258797509,-0.194963523852894,0.0899890444704327
"GOBP_LUTEOLYSIS",0.0875313600155332,-0.128596381241986,-0.283813221081558,0.258325634177414,0.0232177275243962,-0.156423312016709,-0.48144401269859,-0.182943895160511,-0.078621850433541
"GOBP_OOCYTE_MATURATION",0.158867002519691,-0.285976837417172,-0.253735375740592,-0.104452609830098,0.0662933681507041,-0.302148582005505,0.225637634756128,0.0309649223031555,0.283505226576251
"GOBP_REGULATION_OF_CELL_GROWTH",0.082552018548053,0.142114995119903,-0.0864817672301948,-0.236504343395138,0.0102669695889659,-0.115225700476102,-0.0718718176264769,0.0349029738300843,-0.0762138981398724
"GOBP_FATTY_ACID_ALPHA_OXIDATION",-0.353074213663518,0.0490435490436142,-0.230036016944976,0.203358602625853,0.409911428917163,0.142941166113111,0.148077218840205,-0.0438469453113666,-0.43398680514526
"GOBP_RESPONSE_TO_PROTOZOAN",0.0695045370746946,0.102853570966624,-0.0816674112494824,0.0114290499383202,0.402718596144538,0.0773716917668931,-0.063804239417876,-0.242324928683458,-0.32066820412406
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS",0.126415845333639,-0.222017964361508,-0.426364179563826,-0.204297159070469,0.246913344489099,0.0496529449266908,0.0955358919846415,0.0498941033099269,0.178373153584692
"GOBP_VASCULOGENESIS",-0.136705717935059,-0.352375793720468,-0.349524456986691,0.133170705465947,0.0961906633590525,0.101977689602996,0.0733241652157838,0.0794030825784577,0.0379248190251201
"GOBP_GANGLIOSIDE_METABOLIC_PROCESS",-0.223947655460747,-0.0571814999841249,-0.124752770126805,-0.0823895996231508,0.0113239391675128,0.132147487791405,-0.224354638897439,0.120329152699112,0.154943356800317
